class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,n,f,s,f,c,n,b,t,?,244,k,s,p,w,p,w,29,o,e,w,v,p
p,x,s,g,t,f,f,c,b,w,t,b,184,s,s,w,w,p,w,23,o,p,h,s,g
e,f,y,n,t,n,f,c,b,n,t,b,194,s,s,g,p,p,w,38,o,p,n,y,d
p,f,y,e,f,s,f,c,n,b,t,?,167,k,s,p,w,p,w,44,o,e,w,v,p
e,x,f,e,t,n,f,c,b,p,t,b,57,s,s,g,w,p,w,31,o,p,n,y,d
p,b,f,n,f,n,f,c,n,w,e,?,3500,k,y,w,y,p,w,34,o,e,w,v,d
e,k,s,n,f,n,a,c,b,n,e,?,502,s,s,o,o,p,n,35,o,p,y,c,l
e,x,f,e,t,n,f,c,b,n,t,b,4,s,s,w,p,p,w,24,o,p,n,y,d
p,x,f,g,f,f,f,c,b,g,e,b,59,k,k,b,p,p,w,25,o,l,h,v,p
p,f,y,g,f,f,f,c,b,p,e,b,186,k,k,p,n,p,w,32,o,l,h,y,d
e,f,y,n,t,n,f,c,b,w,t,b,207,s,s,g,w,p,w,53,o,p,n,y,d
e,x,f,y,t,l,f,w,n,w,t,b,93,s,s,w,w,p,w,23,o,p,n,v,d
p,x,y,g,f,f,f,c,b,g,e,b,170,k,k,p,n,p,w,40,o,l,h,v,d
p,x,f,y,f,f,f,c,b,h,e,b,261,k,k,b,n,p,w,25,o,l,h,v,d
p,k,s,e,f,f,f,c,n,b,t,?,29,k,s,w,p,p,w,31,o,e,w,v,l
e,x,y,e,t,n,f,c,b,u,t,b,183,s,s,g,g,p,w,27,o,p,n,v,d
p,f,f,y,f,f,f,c,b,g,e,b,154,k,k,b,b,p,w,47,o,l,h,y,p
p,x,f,g,f,f,f,c,b,p,e,b,7,k,k,b,n,p,w,24,o,l,h,v,g
e,f,y,e,t,n,f,c,b,w,t,b,24,s,s,w,p,p,w,31,o,p,n,y,d
e,b,f,w,f,n,f,w,b,w,e,?,706,k,k,w,w,p,w,40,t,p,w,n,g
p,f,f,g,f,f,f,c,b,h,e,b,189,k,k,p,n,p,w,23,o,l,h,y,d
e,x,y,n,t,n,f,c,b,w,t,b,230,s,s,p,p,p,w,23,o,p,k,y,d
p,x,s,w,t,p,f,c,n,n,e,e,88,s,s,w,w,p,w,37,o,p,k,s,g
e,f,y,n,t,a,f,c,b,w,e,r,34,s,y,w,w,p,w,23,o,p,k,y,p
e,x,y,n,t,n,f,c,b,p,t,b,408,s,s,w,p,p,w,23,o,p,n,v,d
e,x,y,y,t,l,f,c,b,g,e,c,55,s,s,w,w,p,w,24,o,p,n,s,m
e,x,y,e,t,n,f,c,b,w,t,b,213,s,s,w,p,p,w,26,o,p,n,v,d
e,x,f,g,t,n,f,c,b,w,t,b,13,s,s,w,p,p,w,35,o,p,n,y,d
e,f,y,y,t,l,f,c,b,n,e,r,3,s,y,w,w,p,w,34,o,p,n,y,p
p,k,s,e,f,f,f,c,n,b,t,?,834,s,s,p,w,p,w,23,o,e,w,v,l
p,f,y,w,t,n,f,c,b,w,e,b,3,s,s,w,w,p,w,23,t,p,r,v,m
e,x,y,y,t,a,f,c,b,g,e,c,222,s,s,w,w,p,w,23,o,p,k,n,m
e,x,y,n,t,n,f,c,b,p,t,b,114,s,s,p,w,p,w,37,o,p,n,v,d
p,k,y,e,f,s,f,c,n,b,t,?,21,k,k,w,p,p,w,24,o,e,w,v,p
e,f,f,g,t,n,f,c,b,u,t,b,191,s,s,w,g,p,w,31,o,p,k,v,d
p,x,s,w,t,p,f,c,n,p,e,e,87,s,s,w,w,p,w,34,o,p,n,s,u
p,x,s,e,f,f,f,c,n,b,t,?,498,s,k,p,p,p,w,23,o,e,w,v,d
e,b,s,g,f,n,f,w,b,g,e,?,129,s,s,w,w,p,w,32,t,p,w,s,g
p,x,s,n,f,s,f,c,n,b,t,?,91,k,k,p,w,p,w,72,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,137,k,k,w,w,p,w,69,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,?,435,k,s,p,p,p,w,72,o,e,w,v,l
e,f,f,w,t,a,f,w,n,w,t,b,76,s,s,w,w,p,w,24,o,p,u,v,d
p,x,f,g,f,f,f,c,b,h,e,b,211,k,k,b,b,p,w,31,o,l,h,v,d
p,x,f,g,f,f,f,c,b,h,e,b,297,k,k,n,n,p,w,24,o,l,h,v,p
e,k,s,w,f,n,f,w,b,g,e,?,2,k,k,w,w,p,w,23,t,p,w,n,g
e,x,f,n,f,n,f,w,b,n,t,e,142,s,s,w,w,p,w,61,o,e,n,s,g
e,f,y,n,t,a,f,c,b,p,e,r,158,s,y,w,w,p,w,24,o,p,k,y,g
e,f,y,g,t,n,f,c,b,w,t,b,181,s,s,p,g,p,w,30,o,p,k,v,d
e,x,f,w,t,a,f,w,n,w,t,b,7,s,s,w,w,p,w,27,o,p,n,v,d
p,f,y,n,f,y,f,c,n,b,t,?,146,s,k,w,w,p,w,43,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,b,365,k,k,p,b,p,w,5,o,l,h,y,p
p,f,s,g,t,f,f,c,b,p,t,b,126,f,s,w,w,p,w,24,o,p,h,v,g
e,x,f,n,f,n,f,c,n,p,e,e,40,s,s,w,w,p,w,30,o,p,n,y,u
e,x,f,g,f,n,f,c,n,g,e,e,83,s,s,w,w,p,w,22,o,p,k,y,u
p,f,f,g,f,f,f,c,b,g,e,b,31,k,k,n,b,p,w,37,o,l,h,v,g
e,x,s,g,f,n,f,w,b,p,t,e,64,s,s,w,w,p,w,23,o,e,k,s,g
e,x,f,g,t,n,f,c,b,p,t,b,165,s,s,p,g,p,w,23,o,p,n,v,d
e,f,s,e,t,n,f,c,b,w,e,?,399,s,s,w,e,p,w,39,t,e,w,c,w
p,f,s,w,t,p,f,c,n,n,e,e,281,s,s,w,w,p,w,23,o,p,n,v,u
e,x,f,w,f,n,f,w,b,p,e,?,555,s,k,w,w,p,w,31,t,p,w,s,g
e,x,f,g,t,n,f,c,b,w,t,b,165,s,s,g,g,p,w,23,o,p,k,y,d
p,x,f,w,f,c,f,w,n,p,e,b,291,s,s,w,w,p,w,71,o,p,k,s,d
e,x,y,n,t,l,f,c,b,p,e,r,58,s,y,w,w,p,w,23,o,p,k,y,p
e,k,s,g,f,n,f,w,b,g,e,?,565,s,k,w,w,p,w,29,t,p,w,n,g
e,x,s,w,t,l,f,c,b,k,e,c,112,s,s,w,w,p,w,36,o,p,k,s,m
e,f,s,n,f,n,f,w,b,h,t,e,116,s,f,w,w,p,w,40,o,e,n,a,g
e,f,f,n,f,n,f,w,b,n,t,e,176,f,f,w,w,p,w,34,o,e,k,a,g
p,f,y,n,f,f,f,c,n,b,t,?,7,k,s,p,p,p,w,39,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,b,174,k,k,b,b,p,w,36,o,l,h,v,p
p,k,y,e,f,y,f,c,n,b,t,?,55,s,k,p,w,p,w,26,o,e,w,v,d
e,f,f,n,t,n,f,c,b,p,t,b,257,s,s,g,w,p,w,23,o,p,n,v,d
p,f,y,e,f,y,f,c,n,b,t,?,271,s,k,w,w,p,w,26,o,e,w,v,p
p,x,f,g,f,f,f,c,b,g,e,b,268,k,k,b,n,p,w,38,o,l,h,y,p
e,k,f,g,f,n,f,w,b,g,e,?,358,s,k,w,w,p,w,23,t,p,w,n,g
p,x,y,g,f,f,f,c,b,p,e,b,9,k,k,b,b,p,w,35,o,l,h,v,p
e,f,s,p,t,n,f,c,b,w,e,?,300,s,s,w,e,p,w,23,t,e,w,c,w
e,f,y,y,t,l,f,c,b,n,e,r,7,s,y,w,w,p,w,37,o,p,k,s,p
e,f,f,n,t,n,f,c,b,p,t,b,214,s,s,g,g,p,w,38,o,p,k,y,d
e,f,f,e,t,n,f,c,b,u,t,b,182,s,s,g,g,p,w,23,o,p,k,y,d
e,b,s,n,f,n,a,c,b,y,e,?,165,s,s,o,o,p,n,27,o,p,n,v,l
p,f,y,g,f,f,f,c,b,g,e,b,99,k,k,n,p,p,w,23,o,l,h,v,g
p,k,s,n,f,f,f,c,n,b,t,?,140,s,k,p,p,p,w,40,o,e,w,v,p
p,x,f,y,f,f,f,c,b,h,e,b,31,k,k,b,b,p,w,31,o,l,h,v,g
e,x,f,n,t,n,f,c,b,w,t,b,349,s,s,g,p,p,w,23,o,p,n,y,d
p,x,f,y,f,f,f,c,b,h,e,b,5,k,k,b,b,p,w,50,o,l,h,y,p
e,b,s,w,t,l,f,c,b,n,e,c,32,s,s,w,w,p,w,23,o,p,n,n,m
e,k,f,w,f,n,f,w,b,p,e,?,22,k,s,w,w,p,w,23,t,p,w,n,g
p,f,f,g,f,f,f,c,b,p,e,b,142,k,k,n,b,p,w,35,o,l,h,y,g
e,f,y,g,t,n,f,c,b,n,t,b,359,s,s,p,w,p,w,62,o,p,n,y,d
p,f,y,g,f,f,f,c,b,p,e,b,5,k,k,n,b,p,w,28,o,l,h,v,d
p,x,s,n,f,y,f,c,n,b,t,?,342,s,k,p,w,p,w,25,o,e,w,v,d
e,f,y,e,t,n,f,c,b,n,t,b,164,s,s,g,p,p,w,23,o,p,k,v,d
p,x,f,y,f,f,f,c,b,h,e,b,152,k,k,b,n,p,w,49,o,l,h,y,g
p,k,s,e,f,f,f,c,n,b,t,?,5,s,k,w,p,p,w,28,o,e,w,v,d
p,x,f,g,f,f,f,c,b,g,e,b,498,k,k,b,n,p,w,23,o,l,h,v,d
p,x,y,g,f,f,f,c,b,g,e,b,2,k,k,p,b,p,w,56,o,l,h,v,g
e,x,y,n,t,n,f,c,b,w,t,b,129,s,s,g,w,p,w,41,o,p,n,y,d
e,x,f,e,t,n,f,c,b,p,t,b,296,s,s,w,w,p,w,37,o,p,k,y,d
e,f,s,w,f,n,f,w,b,p,t,e,145,s,s,w,w,p,w,23,o,e,n,s,g
p,k,s,e,f,s,f,c,n,b,t,?,168,k,k,p,p,p,w,27,o,e,w,v,l
p,x,y,g,f,f,f,c,b,p,e,b,254,k,k,b,b,p,w,74,o,l,h,v,g
e,b,y,w,t,a,f,c,b,w,e,c,27,s,s,w,w,p,w,23,o,p,k,n,m
p,x,f,g,f,f,f,c,b,g,e,b,322,k,k,b,n,p,w,38,o,l,h,v,g
p,k,y,n,f,y,f,c,n,b,t,?,268,k,k,p,w,p,w,56,o,e,w,v,p
e,b,f,g,f,n,f,w,b,g,e,?,377,k,s,w,w,p,w,62,t,p,w,n,g
p,f,y,y,f,f,f,c,b,h,e,b,33,k,k,p,b,p,w,37,o,l,h,y,d
p,x,s,b,t,f,f,c,b,h,t,b,61,f,s,w,w,p,w,33,o,p,h,v,g
e,f,f,e,t,n,f,c,b,u,t,b,281,s,s,g,p,p,w,35,o,p,n,y,d
p,x,f,y,f,f,f,c,b,h,e,b,126,k,k,n,n,p,w,32,o,l,h,y,p
e,f,y,e,t,n,f,c,b,n,t,b,284,s,s,w,w,p,w,28,o,p,k,y,d
p,x,s,n,t,p,f,c,n,k,e,e,50,s,s,w,w,p,w,38,o,p,n,v,g
p,f,y,e,f,f,f,c,n,b,t,?,176,s,s,p,p,p,w,23,o,e,w,v,d
e,s,f,g,f,n,f,c,n,n,e,e,191,s,s,w,w,p,w,24,o,p,k,y,u
p,x,s,w,t,f,f,c,b,w,t,b,147,f,f,w,w,p,w,32,o,p,h,s,u
p,x,y,y,f,f,f,c,b,h,e,b,137,k,k,p,b,p,w,24,o,l,h,v,p
e,x,f,n,t,n,f,c,b,p,t,b,168,s,s,g,w,p,w,23,o,p,k,y,d
e,k,s,n,f,n,a,c,b,o,e,?,397,s,s,o,o,p,o,30,o,p,n,c,l
e,x,y,g,t,n,f,c,b,n,t,b,169,s,s,p,w,p,w,23,o,p,n,v,d
p,x,y,n,f,s,f,c,n,b,t,?,328,s,s,p,w,p,w,56,o,e,w,v,d
e,f,s,n,t,n,f,c,b,e,e,?,5,s,s,w,e,p,w,23,t,e,w,c,w
p,x,s,e,f,s,f,c,n,b,t,?,45,s,s,p,w,p,w,23,o,e,w,v,d
p,f,s,n,t,p,f,c,n,w,e,e,140,s,s,w,w,p,w,32,o,p,k,v,g
e,x,y,w,f,n,f,c,n,w,e,?,208,s,f,w,w,p,w,27,o,f,h,y,d
p,f,y,w,t,n,f,c,b,r,e,b,88,s,s,w,w,p,w,46,t,p,r,v,g
e,x,y,e,t,n,f,c,b,u,t,b,167,s,s,p,w,p,w,24,o,p,k,v,d
e,f,y,g,t,n,f,c,b,u,t,b,22,s,s,w,p,p,w,38,o,p,k,v,d
e,f,f,w,f,n,f,w,b,n,t,e,383,s,s,w,w,p,w,55,o,e,k,a,g
p,x,y,y,f,f,f,c,b,g,e,b,102,k,k,n,b,p,w,38,o,l,h,v,p
e,x,f,g,t,n,f,c,b,p,t,b,267,s,s,w,w,p,w,41,o,p,n,v,d
p,k,s,n,f,f,f,c,n,b,t,?,546,k,s,p,p,p,w,26,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,5,k,s,p,w,p,w,45,o,e,w,v,l
p,x,s,w,t,p,f,c,n,n,e,e,159,s,s,w,w,p,w,47,o,p,k,s,u
e,x,y,e,t,n,f,c,b,p,t,b,192,s,s,w,g,p,w,33,o,p,k,v,d
e,x,f,g,t,n,f,c,b,n,t,b,337,s,s,w,w,p,w,25,o,p,n,v,d
e,b,y,w,t,l,f,c,b,n,e,c,3,s,s,w,w,p,w,26,o,p,n,s,m
p,k,y,n,f,f,f,c,n,b,t,?,867,k,s,p,p,p,w,45,o,e,w,v,d
p,x,y,e,f,y,f,c,n,b,t,?,153,s,s,w,w,p,w,48,o,e,w,v,p
p,k,y,e,f,s,f,c,n,b,t,?,330,k,s,w,p,p,w,39,o,e,w,v,d
e,f,f,w,f,n,f,w,b,n,t,e,50,f,s,w,w,p,w,23,o,e,k,s,g
p,f,s,n,f,s,f,c,n,b,t,?,175,s,k,w,w,p,w,24,o,e,w,v,p
p,f,y,g,f,f,f,c,b,g,e,b,370,k,k,b,b,p,w,23,o,l,h,v,g
e,k,y,n,f,n,f,w,n,w,e,b,202,f,s,w,n,p,w,23,o,e,w,v,l
p,x,y,y,f,f,f,c,b,h,e,b,285,k,k,p,n,p,w,56,o,l,h,v,p
e,f,f,n,f,n,f,w,b,h,t,e,7,f,s,w,w,p,w,30,o,e,n,s,g
p,f,s,e,f,f,f,c,n,b,t,?,108,s,s,p,p,p,w,44,o,e,w,v,d
e,f,s,w,f,n,f,w,b,n,t,e,286,s,f,w,w,p,w,23,o,e,n,s,g
e,f,f,e,t,n,f,c,b,w,t,b,570,s,s,w,g,p,w,43,o,p,n,y,d
p,f,s,w,t,p,f,c,n,w,e,e,136,s,s,w,w,p,w,23,o,p,k,v,u
p,f,y,e,f,y,f,c,n,b,t,?,334,s,s,w,w,p,w,34,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,b,180,k,k,p,b,p,w,53,o,l,h,v,p
e,x,s,w,t,a,f,c,b,w,e,c,71,s,s,w,w,p,w,26,o,p,n,n,g
e,f,f,n,t,n,f,c,b,w,t,b,308,s,s,p,w,p,w,23,o,p,n,y,d
p,f,s,e,f,f,f,c,n,b,t,?,315,s,s,p,w,p,w,23,o,e,w,v,l
e,f,f,n,f,n,f,c,n,g,e,e,37,s,s,w,w,p,w,30,o,p,k,v,u
p,f,y,y,f,f,f,c,b,p,e,b,404,k,k,n,b,p,w,23,o,l,h,y,g
e,f,f,g,t,n,f,c,b,p,t,b,6,s,s,w,g,p,w,36,o,p,n,v,d
p,x,s,w,t,p,f,c,n,p,e,e,160,s,s,w,w,p,w,23,o,p,k,v,g
e,k,f,g,f,n,f,w,b,w,e,?,93,s,s,w,w,p,w,53,t,p,w,s,g
p,f,s,w,t,f,f,c,b,h,t,b,25,f,f,w,w,p,w,45,o,p,h,v,g
p,f,y,g,f,f,f,c,b,g,e,b,82,k,k,p,b,p,w,23,o,l,h,v,d
e,x,f,n,f,n,f,w,b,n,t,e,89,f,f,w,w,p,w,33,o,e,k,a,g
p,f,y,w,t,n,f,c,b,w,e,b,5,s,s,w,w,p,w,0,t,p,r,v,g
p,x,s,p,f,c,f,c,n,n,e,b,6,s,s,w,w,p,w,23,o,p,k,s,d
e,x,y,g,t,n,f,c,b,p,t,b,229,s,s,p,p,p,w,43,o,p,k,y,d
p,f,y,n,f,m,a,c,b,w,e,c,16,k,y,c,c,p,w,24,n,n,w,c,d
e,x,y,g,t,n,f,c,b,u,t,b,149,s,s,w,g,p,w,25,o,p,k,v,d
e,f,y,n,t,n,f,c,b,p,t,b,223,s,s,p,w,p,w,23,o,p,k,y,d
p,x,f,y,f,f,f,c,b,g,e,b,311,k,k,b,b,p,w,23,o,l,h,v,p
e,x,y,e,t,n,f,c,b,u,t,b,12,s,s,p,g,p,w,26,o,p,n,y,d
p,k,y,n,f,f,f,c,n,b,t,?,67,s,k,w,w,p,w,23,o,e,w,v,d
e,f,y,e,t,n,f,c,b,u,t,b,203,s,s,p,p,p,w,37,o,p,k,v,d
p,f,s,g,t,f,f,c,b,h,t,b,3500,f,f,w,w,p,w,26,o,p,h,s,u
e,f,f,n,f,n,f,w,b,h,t,e,7,f,s,w,w,p,w,23,o,e,k,s,g
e,f,f,g,t,n,f,c,b,n,t,b,22,s,s,w,g,p,w,23,o,p,k,y,d
p,x,y,n,f,f,f,c,n,b,t,?,93,s,s,p,w,p,w,26,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,276,k,k,w,w,p,w,46,o,e,w,v,d
p,f,f,g,f,f,f,c,b,p,e,b,133,k,k,p,p,p,w,37,o,l,h,v,d
p,x,s,w,t,f,f,c,b,p,t,b,12,s,f,w,w,p,w,57,o,p,h,s,u
e,f,y,g,t,n,f,c,b,p,t,b,466,s,s,g,p,p,w,23,o,p,k,y,d
e,x,y,g,t,n,f,c,b,u,t,b,162,s,s,p,g,p,w,38,o,p,n,v,d
p,f,s,e,f,y,f,c,n,b,t,?,48,s,s,p,w,p,w,30,o,e,w,v,d
e,x,y,n,t,n,f,c,b,n,t,b,145,s,s,g,w,p,w,25,o,p,k,v,d
p,k,y,n,f,s,f,c,n,b,t,?,159,s,s,w,w,p,w,24,o,e,w,v,l
e,x,s,g,f,n,f,w,b,n,t,e,107,s,s,w,w,p,w,23,o,e,n,s,g
p,k,s,e,f,y,f,c,n,b,t,?,286,k,s,p,w,p,w,65,o,e,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,55,s,k,w,p,p,w,70,o,e,w,v,l
e,f,f,g,t,n,f,c,b,w,t,b,248,s,s,g,w,p,w,43,o,p,n,v,d
p,x,f,g,f,f,f,c,b,g,e,b,4,k,k,n,n,p,w,25,o,l,h,y,p
p,f,y,g,f,f,f,c,b,h,e,b,27,k,k,p,p,p,w,23,o,l,h,y,p
e,x,y,n,t,a,f,c,b,p,e,r,116,s,y,w,w,p,w,25,o,p,n,y,p
p,x,y,y,f,f,f,c,b,p,e,b,222,k,k,p,p,p,w,23,o,l,h,v,g
e,f,s,w,f,n,f,w,b,k,t,e,23,s,f,w,w,p,w,49,o,e,n,a,g
e,x,y,e,t,n,f,c,b,p,t,b,8,s,s,g,w,p,w,26,o,p,k,y,d
e,x,y,e,t,n,f,c,b,p,t,b,326,s,s,g,p,p,w,60,o,p,n,y,d
e,f,y,y,t,a,f,c,b,w,e,r,45,s,y,w,w,p,w,27,o,p,k,s,p
p,x,s,g,t,f,f,c,b,p,t,b,327,f,f,w,w,p,w,0,o,p,h,v,u
e,x,f,w,f,n,f,w,b,n,t,e,117,s,s,w,w,p,w,28,o,e,n,s,g
p,x,y,y,f,f,f,c,b,h,e,b,466,k,k,n,b,p,w,23,o,l,h,v,g
p,f,s,e,f,s,f,c,n,b,t,?,281,k,s,p,p,p,w,23,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,253,s,k,w,w,p,w,26,o,e,w,v,l
p,x,f,p,f,c,f,w,n,g,e,b,231,s,s,w,w,p,w,31,o,p,k,s,d
p,f,y,y,f,n,f,w,n,y,e,c,9,y,y,y,y,p,y,23,o,e,w,c,l
e,b,y,y,t,a,f,c,b,k,e,c,2,s,s,w,w,p,w,23,o,p,k,s,m
e,x,y,y,t,l,f,c,b,g,e,c,36,s,s,w,w,p,w,42,o,p,n,n,g
e,f,s,g,f,n,f,w,b,n,t,e,363,f,f,w,w,p,w,23,o,e,n,s,g
e,x,y,n,t,n,f,c,b,p,t,b,21,s,s,g,p,p,w,23,o,p,n,v,d
e,f,y,g,t,n,f,c,b,p,t,b,46,s,s,w,w,p,w,22,o,p,k,v,d
p,k,y,n,f,y,f,c,n,b,t,?,144,s,k,p,w,p,w,23,o,e,w,v,p
e,x,y,g,t,n,f,c,b,n,t,b,171,s,s,p,p,p,w,26,o,p,n,y,d
e,x,y,n,t,n,f,c,b,n,t,b,214,s,s,g,p,p,w,24,o,p,n,v,d
p,f,y,w,t,n,f,w,n,w,e,b,3,s,s,w,w,p,w,54,o,p,w,c,l
e,f,y,y,t,a,f,c,b,n,e,r,68,s,y,w,w,p,w,39,o,p,n,y,g
p,f,y,g,f,f,f,c,b,p,e,b,197,k,k,n,p,p,w,36,o,l,h,y,d
e,x,f,g,f,n,f,w,b,h,t,e,58,f,f,w,w,p,w,25,o,e,n,s,g
e,s,f,g,f,n,f,c,n,g,e,e,89,s,s,w,w,p,w,30,o,p,k,y,u
p,x,s,g,t,f,f,c,b,p,t,b,52,s,f,w,w,p,w,27,o,p,h,s,u
e,x,s,g,f,n,f,w,b,h,t,e,141,f,f,w,w,p,w,33,o,e,k,a,g
e,f,s,w,t,a,f,w,n,p,t,b,60,s,s,w,w,p,w,67,o,p,u,v,d
e,x,s,g,f,n,f,w,b,g,e,?,247,s,s,w,w,p,w,23,t,p,w,s,g
p,k,s,n,f,y,f,c,n,b,t,?,624,k,s,w,w,p,w,22,o,e,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,97,s,k,w,p,p,w,0,o,e,w,v,l
e,x,y,e,t,n,f,c,b,p,t,b,375,s,s,g,p,p,w,23,o,p,n,v,d
e,x,s,n,f,n,f,w,b,h,t,e,520,s,s,w,w,p,w,23,o,e,n,a,g
e,x,f,n,t,n,f,c,b,w,t,b,2300,s,s,g,w,p,w,57,o,p,k,v,d
e,x,f,g,t,n,f,c,b,w,t,b,449,s,s,g,p,p,w,24,o,p,k,y,d
p,f,s,e,f,s,f,c,n,b,t,?,566,k,s,p,w,p,w,72,o,e,w,v,d
p,x,s,p,f,c,f,w,n,p,e,b,343,s,s,w,w,p,w,30,o,p,k,v,d
p,x,y,g,f,f,f,c,b,h,e,b,10,k,k,n,p,p,w,23,o,l,h,v,p
p,x,y,n,f,y,f,c,n,b,t,?,5,k,s,w,p,p,w,43,o,e,w,v,l
e,f,y,g,t,n,f,c,b,p,t,b,136,s,s,p,g,p,w,30,o,p,n,y,d
e,f,y,n,t,n,f,c,b,n,t,b,435,s,s,p,w,p,w,36,o,p,n,v,d
e,f,f,g,t,n,f,c,b,n,t,b,185,s,s,w,p,p,w,24,o,p,k,v,d
e,f,s,n,f,n,f,w,b,h,t,e,291,f,f,w,w,p,w,24,o,e,n,a,g
p,k,s,e,f,y,f,c,n,b,t,?,54,k,s,p,p,p,w,39,o,e,w,v,p
p,x,f,y,f,f,f,c,b,h,e,b,67,k,k,b,p,p,w,68,o,l,h,y,g
e,x,f,n,t,n,f,c,b,u,t,b,2,s,s,w,g,p,w,31,o,p,n,y,d
e,f,y,g,t,n,f,c,b,p,t,b,505,s,s,g,p,p,w,27,o,p,n,y,d
p,f,s,e,f,s,f,c,n,b,t,?,86,s,k,w,w,p,w,37,o,e,w,v,d
e,f,y,e,t,n,f,c,b,u,t,b,182,s,s,g,w,p,w,66,o,p,n,v,d
e,x,f,g,f,n,f,w,b,k,t,e,33,s,s,w,w,p,w,32,o,e,n,a,g
e,f,f,e,t,n,f,c,b,u,t,b,25,s,s,g,w,p,w,23,o,p,k,y,d
e,x,s,g,f,n,f,w,b,n,t,e,3,s,f,w,w,p,w,23,o,e,n,a,g
e,x,f,n,f,n,f,c,n,n,e,e,91,s,s,w,w,p,w,52,o,p,n,v,u
p,f,y,y,f,f,f,c,b,g,e,b,308,k,k,n,b,p,w,41,o,l,h,v,d
p,f,y,e,f,s,f,c,n,b,t,?,166,k,s,p,p,p,w,25,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,121,s,k,p,w,p,w,60,o,e,w,v,p
e,b,f,w,f,n,f,w,b,p,e,?,265,s,k,w,w,p,w,24,t,p,w,s,g
e,b,f,w,f,n,f,w,b,w,e,?,363,s,s,w,w,p,w,23,t,p,w,s,g
e,f,y,e,t,n,f,c,b,p,t,b,10,s,s,g,p,p,w,32,o,p,k,v,d
e,f,f,g,t,n,f,c,b,u,t,b,192,s,s,p,w,p,w,26,o,p,n,y,d
e,x,s,y,t,l,f,w,n,n,t,b,235,s,s,w,w,p,w,0,o,p,n,v,d
p,x,f,g,f,f,f,c,b,g,e,b,317,k,k,n,p,p,w,24,o,l,h,y,p
e,f,s,n,f,n,a,c,b,o,e,?,242,s,s,o,o,p,n,23,o,p,y,c,l
e,x,y,y,t,a,f,c,b,n,e,r,54,s,y,w,w,p,w,44,o,p,n,s,g
p,f,y,y,f,f,f,c,b,h,e,b,10,k,k,p,p,p,w,25,o,l,h,v,g
p,f,y,n,f,f,f,c,n,b,t,?,46,k,s,p,w,p,w,24,o,e,w,v,p
e,f,s,w,f,n,f,w,b,n,t,e,21,f,s,w,w,p,w,25,o,e,k,a,g
p,f,s,b,t,f,f,c,b,h,t,b,3,s,s,w,w,p,w,23,o,p,h,v,g
e,f,y,b,t,n,f,c,b,e,e,?,450,s,s,w,w,p,w,25,t,e,w,c,w
e,f,f,w,f,n,f,w,b,h,t,e,97,f,s,w,w,p,w,28,o,e,k,a,g
p,x,y,e,f,y,f,c,n,b,t,?,151,k,k,w,p,p,w,61,o,e,w,v,d
p,f,s,g,t,f,f,c,b,w,t,b,52,f,s,w,w,p,w,27,o,p,h,s,g
e,x,y,p,t,n,f,c,b,w,e,b,414,s,s,w,w,p,w,29,t,p,w,v,p
e,f,f,n,t,n,f,c,b,n,t,b,55,s,s,g,p,p,w,28,o,p,n,y,d
p,x,s,e,f,f,f,c,n,b,t,?,623,k,k,p,w,p,w,28,o,e,w,v,d
e,k,f,w,f,n,f,w,b,w,e,?,51,s,s,w,w,p,w,39,t,p,w,s,g
e,x,y,w,t,l,f,c,b,k,e,c,74,s,s,w,w,p,w,28,o,p,n,s,m
p,x,f,p,f,c,f,w,n,p,e,b,82,s,s,w,w,p,w,23,o,p,k,s,d
p,x,s,e,f,y,f,c,n,b,t,?,406,s,k,p,p,p,w,46,o,e,w,v,p
p,f,f,y,f,f,f,c,b,h,e,b,414,k,k,b,p,p,w,23,o,l,h,y,g
p,f,s,e,f,y,f,c,n,b,t,?,24,k,k,w,w,p,w,30,o,e,w,v,p
e,f,f,e,t,n,f,c,b,n,t,b,26,s,s,g,w,p,w,84,o,p,n,v,d
e,f,y,g,t,n,f,c,b,n,t,b,64,s,s,w,w,p,w,30,o,p,k,v,d
p,b,s,p,t,n,f,c,b,w,e,b,96,s,s,w,w,p,w,23,t,p,r,v,m
p,x,y,y,f,f,f,c,b,p,e,b,141,k,k,n,p,p,w,36,o,l,h,y,d
e,x,y,w,t,l,f,c,b,k,e,c,125,s,s,w,w,p,w,23,o,p,n,n,g
